#wavelength	flux_tell_corrected	flux_not_tell_corrected	variance/error
6383.30980423	1.7814772578030126e-16	1.7760794787508084e-16	6.504843224467999e-18
6383.50978814	1.7786246961019673e-16	1.772869978932323e-16	6.484206871742001e-18
6383.70977206	1.7786246961019673e-16	1.772869978932323e-16	6.513821707279999e-18
6383.90975597	1.774058352660008e-16	1.7674844144422904e-16	6.512193190694e-18
6384.10973989	1.7727472510568922e-16	1.7668251688513717e-16	6.509106089415999e-18
6384.3097238	1.7727472510568922e-16	1.7668251688513717e-16	6.497585512263998e-18
6384.50970771	1.7727472510568922e-16	1.7668251688513717e-16	6.570476612965002e-18
6384.70969163	1.7727472510568922e-16	1.7668251688513717e-16	6.512948520483998e-18
6384.91067546	1.7727472510568922e-16	1.7668251688513717e-16	6.495931059410001e-18
6385.11065938	1.7786246961019673e-16	1.772869978932323e-16	6.441243947362997e-18
6385.31064329	1.7814772578030126e-16	1.7760794787508084e-16	6.550140982992002e-18
6385.5106272	1.7851221590505712e-16	1.779152209997563e-16	6.467069957445002e-18
6385.71061112	1.7859412737615407e-16	1.780483071254131e-16	7.606379363180004e-18
6385.91059503	1.7879340056943754e-16	1.7818186668563665e-16	7.966984475448e-18
6386.11057895	1.7894613000345867e-16	1.784187035721792e-16	7.847608603685999e-18
6386.31056286	1.7899056947219478e-16	1.784298730253837e-16	6.523464671639999e-18
6386.51054678	1.7906330403573374e-16	1.784491018398916e-16	6.554954771178e-18
6386.71053069	1.7899056947219478e-16	1.784298730253837e-16	6.663459141636003e-18
6386.9105146	1.7894613000345867e-16	1.784187035721792e-16	6.667174545173999e-18
6387.11049852	1.7879340056943754e-16	1.7818186668563665e-16	6.815745103583998e-18
6387.31048243	1.7859412737615407e-16	1.780483071254131e-16	6.763454009820001e-18
6387.51046635	1.7859412737615407e-16	1.780483071254131e-16	6.628668089329002e-18
6387.71045026	1.7859412737615407e-16	1.780483071254131e-16	6.541537207328998e-18
6387.91043418	1.7859412737615407e-16	1.780483071254131e-16	6.539132134059e-18
6388.11041809	1.7894613000345867e-16	1.784187035721792e-16	6.533832315039999e-18
6388.31040201	1.7859412737615407e-16	1.780483071254131e-16	6.543311016189999e-18
6388.51038592	1.7859412737615407e-16	1.780483071254131e-16	6.503389699547001e-18
6388.71036983	1.7859412737615407e-16	1.780483071254131e-16	6.507568591493999e-18
6388.91035375	1.7894613000345867e-16	1.784187035721792e-16	6.450999862440001e-18
6389.11033766	1.7894613000345867e-16	1.784187035721792e-16	6.388327085524002e-18
6389.31032158	1.7894613000345867e-16	1.784187035721792e-16	6.436556896439999e-18
6389.51030549	1.7899056947219478e-16	1.784298730253837e-16	6.465689113506e-18
6389.71028941	1.7894613000345867e-16	1.784187035721792e-16	6.498838427391997e-18
6389.91027332	1.7859412737615407e-16	1.780483071254131e-16	6.490588102560002e-18
6390.11025724	1.7894613000345867e-16	1.784187035721792e-16	6.589529960728e-18
6390.31124107	1.7894613000345867e-16	1.784187035721792e-16	6.496602832388997e-18
6390.51122499	1.7894613000345867e-16	1.784187035721792e-16	6.64913642496e-18
6390.7112089	1.7894613000345867e-16	1.784187035721792e-16	6.51866422464e-18
6390.91119282	1.7894613000345867e-16	1.784187035721792e-16	6.499686086145e-18
6391.11117673	1.7859412737615407e-16	1.780483071254131e-16	6.526098507389999e-18
6391.31116065	1.7849284177713004e-16	1.7800789725863957e-16	6.541055185319998e-18
6391.51114456	1.7849284177713004e-16	1.7800789725863957e-16	6.494295607883998e-18
6391.71112848	1.7859412737615407e-16	1.780483071254131e-16	6.475458387449998e-18
6391.9111124	1.7859412737615407e-16	1.780483071254131e-16	6.424457578780002e-18
6392.11109631	1.7894613000345867e-16	1.784187035721792e-16	6.446790497524003e-18
6392.31108023	1.7906092534125366e-16	1.7857979455409161e-16	6.481013366048003e-18
6392.51106414	1.7939859560419808e-16	1.7891675252229013e-16	6.503214238299996e-18
6392.71104806	1.7970551565418614e-16	1.7915812778619736e-16	6.446680980964001e-18
6392.91103197	1.80198078158116e-16	1.79741501153449e-16	6.479036886849998e-18
6393.11101589	1.80198078158116e-16	1.79741501153449e-16	6.587689874759999e-18
6393.3109998	1.7970551565418614e-16	1.7915812778619736e-16	6.419687209558e-18
6393.51098372	1.7939859560419808e-16	1.7891675252229013e-16	6.414981647118e-18
6393.71096763	1.7939859560419808e-16	1.7891675252229013e-16	6.383130221451999e-18
6393.91095155	1.7939859560419808e-16	1.7891675252229013e-16	6.555201581147996e-18
6394.11093547	1.7970551565418614e-16	1.7915812778619736e-16	6.603282453691003e-18
6394.31091938	1.7994943544190975e-16	1.79532763363605e-16	6.575517114320001e-18
6394.5109033	1.7994943544190975e-16	1.79532763363605e-16	6.535508929066999e-18
6394.71088721	1.80198078158116e-16	1.79741501153449e-16	6.473190609654999e-18
6394.91087113	1.80198078158116e-16	1.79741501153449e-16	6.409021219967998e-18
6395.11085505	1.7994943544190975e-16	1.79532763363605e-16	6.539135705639999e-18
6395.31083896	1.7939859560419808e-16	1.7891675252229013e-16	6.493940137643998e-18
6395.51082288	1.7939859560419808e-16	1.7891675252229013e-16	6.619632617207999e-18
6395.71180671	1.7939859560419808e-16	1.7891675252229013e-16	6.562186929504e-18
6395.91179063	1.7906092534125366e-16	1.7857979455409161e-16	6.463718703539997e-18
6396.11177455	1.7854033593812197e-16	1.7812343281329194e-16	6.5674770951e-18
6396.31175846	1.7849284177713004e-16	1.7800789725863957e-16	6.552334266695998e-18
6396.51174238	1.783654881597426e-16	1.7794567447731644e-16	6.645676788659999e-18
6396.71172629	1.783654881597426e-16	1.7794567447731644e-16	6.634399675133e-18
6396.91171021	1.783654881597426e-16	1.7794567447731644e-16	6.75535540087e-18
6397.11169413	1.7849284177713004e-16	1.7800789725863957e-16	6.747112654707001e-18
6397.31167804	1.7849284177713004e-16	1.7800789725863957e-16	6.772319803258e-18
6397.51166196	1.783654881597426e-16	1.7794567447731644e-16	6.756169392447999e-18
6397.71164588	1.7821356722576315e-16	1.7774881050046087e-16	6.78164693633e-18
6397.91162979	1.7821356722576315e-16	1.7774881050046087e-16	6.815633777550001e-18
6398.11161371	1.7821356722576315e-16	1.7774881050046087e-16	6.800769849677999e-18
6398.31159763	1.7821356722576315e-16	1.7774881050046087e-16	6.839744549327999e-18
6398.51158154	1.783654881597426e-16	1.7794567447731644e-16	6.885804179508001e-18
6398.71156546	1.7854033593812197e-16	1.7812343281329194e-16	6.837398295500001e-18
6398.91154938	1.7854033593812197e-16	1.7812343281329194e-16	6.815295701292e-18
6399.11153329	1.783654881597426e-16	1.7794567447731644e-16	6.877274668095997e-18
6399.31151721	1.7821356722576315e-16	1.7774881050046087e-16	6.843719938551999e-18
6399.51150113	1.7821356722576315e-16	1.7774881050046087e-16	7.154951657952e-18
6399.71148504	1.7821356722576315e-16	1.7774881050046087e-16	7.170003324956998e-18
6399.91146896	1.783654881597426e-16	1.7794567447731644e-16	7.050476463020998e-18
6400.11145288	1.783654881597426e-16	1.7794567447731644e-16	7.030364043582003e-18
6400.31143679	1.7821356722576315e-16	1.7774881050046087e-16	6.987262191309001e-18
6400.51142071	1.7821356722576315e-16	1.7774881050046087e-16	7.138148849655e-18
6400.71140463	1.7821356722576315e-16	1.7774881050046087e-16	7.06500658647e-18
6400.91138854	1.783654881597426e-16	1.7794567447731644e-16	7.142732857229999e-18
6401.11237238	1.7854033593812197e-16	1.7812343281329194e-16	7.074292232376e-18
6401.3123563	1.7860510208621734e-16	1.7823963763028978e-16	7.056457191800003e-18
6401.51234021	1.788289362816933e-16	1.7843228519001626e-16	7.005656334423999e-18
6401.71232413	1.788289362816933e-16	1.7843228519001626e-16	7.207241659919998e-18
6401.91230805	1.788289362816933e-16	1.7843228519001626e-16	7.20909783858e-18
6402.11229197	1.788289362816933e-16	1.7843228519001626e-16	7.453478858475998e-18
6402.31227588	1.788289362816933e-16	1.7843228519001626e-16	7.197286232500001e-18
6402.5122598	1.788289362816933e-16	1.7843228519001626e-16	7.163652572248001e-18
6402.71224372	1.788289362816933e-16	1.7843228519001626e-16	7.183987206743999e-18
6402.91222764	1.7860510208621734e-16	1.7823963763028978e-16	7.129270112059998e-18
6403.11221155	1.7854033593812197e-16	1.7812343281329194e-16	7.057561084150001e-18
6403.31219547	1.7854033593812197e-16	1.7812343281329194e-16	7.287499869188001e-18
6403.51217939	1.7854033593812197e-16	1.7812343281329194e-16	7.107284684487e-18
6403.71216331	1.785623848174523e-16	1.782037255776133e-16	7.099337370108e-18
6403.91214722	1.7860510208621734e-16	1.7823963763028978e-16	6.908069642214997e-18
6404.11213114	1.7860510208621734e-16	1.7823963763028978e-16	7.041362231820001e-18
6404.31211506	1.785623848174523e-16	1.782037255776133e-16	7.030925168693e-18
6404.51209898	1.783654881597426e-16	1.7794567447731644e-16	7.007039568148998e-18
6404.71208289	1.785623848174523e-16	1.782037255776133e-16	7.026461337359999e-18
6404.91206681	1.7800532838708904e-16	1.7757961793733683e-16	6.857070400410001e-18
6405.11205073	1.7800532838708904e-16	1.7757961793733683e-16	6.817618436903999e-18
6405.31203465	1.7800532838708904e-16	1.7757961793733683e-16	6.848781584789999e-18
6405.51201857	1.7800532838708904e-16	1.7757961793733683e-16	6.826705614288e-18
6405.71200248	1.7800532838708904e-16	1.7757961793733683e-16	6.874850721257997e-18
6405.9119864	1.7800532838708904e-16	1.7757961793733683e-16	6.733563909599999e-18
6406.11197032	1.785623848174523e-16	1.782037255776133e-16	6.663095941133999e-18
6406.31295416	1.7860510208621734e-16	1.7823963763028978e-16	6.783032950523999e-18
6406.51293808	1.788289362816933e-16	1.7843228519001626e-16	6.783550885854999e-18
6406.71292199	1.788289362816933e-16	1.7843228519001626e-16	6.83648882724e-18
6406.91290591	1.7860510208621734e-16	1.7823963763028978e-16	6.750377948413e-18
6407.11288983	1.788289362816933e-16	1.7843228519001626e-16	6.620946178916997e-18
6407.31287375	1.7947165597497016e-16	1.7907605563085758e-16	6.591826437310999e-18
6407.51285767	1.7947165597497016e-16	1.7907605563085758e-16	6.659737987600998e-18
6407.71284158	1.7964652024059657e-16	1.7932344570298885e-16	6.581076855464999e-18
6407.9128255	1.7964652024059657e-16	1.7932344570298885e-16	6.445684763862002e-18
6408.11280942	1.7964652024059657e-16	1.7932344570298885e-16	6.469809618976e-18
6408.31279334	1.79763232457755e-16	1.7938317559880677e-16	6.395500268850002e-18
6408.51277726	1.79763232457755e-16	1.7938317559880677e-16	6.290237807999997e-18
6408.71276118	1.7988268296963073e-16	1.7945494353234365e-16	6.422872582741998e-18
6408.9127451	1.7988268296963073e-16	1.7945494353234365e-16	6.4049960086e-18
6409.11272901	1.7991214428521437e-16	1.7958388462665895e-16	6.296909296288001e-18
6409.31271293	1.7998009037263166e-16	1.7959841629326472e-16	6.378139646056002e-18
6409.51269685	1.7998009037263166e-16	1.7959841629326472e-16	6.27105044877e-18
6409.71268077	1.7998009037263166e-16	1.7959841629326472e-16	6.438427923167998e-18
6409.91266469	1.7998009037263166e-16	1.7959841629326472e-16	6.330783427191999e-18
6410.11264861	1.8039722626529953e-16	1.8003243535187493e-16	6.339142525697996e-18
6410.31263253	1.8039722626529953e-16	1.8003243535187493e-16	6.355183714424999e-18
6410.51261644	1.8039722626529953e-16	1.8003243535187493e-16	6.322409171265002e-18
6410.71260036	1.8039722626529953e-16	1.8003243535187493e-16	6.394084510383e-18
6410.91258428	1.7991214428521437e-16	1.7958388462665895e-16	6.385713981369e-18
6411.1125682	1.7988268296963073e-16	1.7945494353234365e-16	6.38937391998e-18
6411.31255212	1.7988268296963073e-16	1.7945494353234365e-16	6.384448324349999e-18
6411.51253604	1.7988268296963073e-16	1.7945494353234365e-16	8.894757805454997e-18
6411.71351988	1.7988268296963073e-16	1.7945494353234365e-16	8.632792767815999e-18
6411.9135038	1.7988268296963073e-16	1.7945494353234365e-16	8.811977723191998e-18
6412.11348772	1.7988268296963073e-16	1.7945494353234365e-16	8.93733817685e-18
6412.31347164	1.7964652024059657e-16	1.7932344570298885e-16	8.896113935015998e-18
6412.51345556	1.7947165597497016e-16	1.7907605563085758e-16	8.62943562468e-18
6412.71343947	1.7868585395753952e-16	1.7839689900947934e-16	8.882555471744002e-18
6412.91342339	1.785623848174523e-16	1.7823416779637911e-16	8.753822439892003e-18
6413.11340731	1.785623848174523e-16	1.7823416779637911e-16	8.54413513028e-18
6413.31339123	1.7868585395753952e-16	1.7839689900947934e-16	8.743746959849998e-18
6413.51337515	1.7868585395753952e-16	1.7839689900947934e-16	8.717342589112e-18
6413.71335907	1.7868585395753952e-16	1.7839689900947934e-16	8.758745329271998e-18
6413.91334299	1.7853774241369292e-16	1.7823416779637911e-16	8.703235966855e-18
6414.11332691	1.7853774241369292e-16	1.7823416779637911e-16	8.874143808453e-18
6414.31331083	1.7868585395753952e-16	1.7839689900947934e-16	8.832958480569002e-18
6414.51329475	1.7868585395753952e-16	1.7839689900947934e-16	8.790203450319e-18
6414.71327867	1.7964652024059657e-16	1.7932344570298885e-16	8.750123139960003e-18
6414.91326259	1.7964652024059657e-16	1.7932344570298885e-16	8.658860679979999e-18
6415.11324651	1.7964652024059657e-16	1.7932344570298885e-16	8.656466076704e-18
6415.31323043	1.7988268296963073e-16	1.7958388462665895e-16	8.508844007271998e-18
6415.51321435	1.8002302791659504e-16	1.7975825304129834e-16	8.327197501271998e-18
6415.71319827	1.8008392246846602e-16	1.7976206145967704e-16	8.414153945820003e-18
6415.91318219	1.8008392246846602e-16	1.7976206145967704e-16	8.432567926068002e-18
6416.11316611	1.8002302791659504e-16	1.7975825304129834e-16	8.467531638528e-18
6416.31315003	1.7988268296963073e-16	1.7958388462665895e-16	8.577215374068e-18
6416.51313395	1.7964652024059657e-16	1.7932344570298885e-16	8.562394445472e-18
6416.71311787	1.7913904861277887e-16	1.7882023203949123e-16	8.605521910589998e-18
6416.91310179	1.7913904861277887e-16	1.7882023203949123e-16	8.566171488575999e-18
6417.11408563	1.7913904861277887e-16	1.7882023203949123e-16	8.605293878436e-18
6417.31406955	1.7913904861277887e-16	1.7882023203949123e-16	8.384904746423998e-18
6417.51405347	1.7913904861277887e-16	1.7882023203949123e-16	8.41113712329e-18
6417.71403739	1.7988268296963073e-16	1.7958388462665895e-16	8.299602312672e-18
6417.91402131	1.7988268296963073e-16	1.7958388462665895e-16	8.327144331005998e-18
6418.11400523	1.8002302791659504e-16	1.7975825304129834e-16	8.243740708874999e-18
6418.31398915	1.8008392246846602e-16	1.7976206145967704e-16	8.430216482973002e-18
6418.51397307	1.8002302791659504e-16	1.7975825304129834e-16	8.345633471490003e-18
6418.71395699	1.8008392246846602e-16	1.7976206145967704e-16	8.311780217279999e-18
6418.91394091	1.8008392246846602e-16	1.7976206145967704e-16	8.360463457268e-18
6419.11392483	1.8008392246846602e-16	1.7976206145967704e-16	8.506256125025e-18
6419.31390875	1.8008392246846602e-16	1.7976206145967704e-16	8.437069952895e-18
6419.51389267	1.8008392246846602e-16	1.7976206145967704e-16	8.238732163375998e-18
6419.71387659	1.8029998512681274e-16	1.8002145800292688e-16	8.367787066267997e-18
6419.91386051	1.8029998512681274e-16	1.8002145800292688e-16	8.343641985979999e-18
6420.11384443	1.8008392246846602e-16	1.7976206145967704e-16	8.313983393043997e-18
6420.31382835	1.8002302791659504e-16	1.7975825304129834e-16	8.3461862324e-18
6420.51381227	1.8008392246846602e-16	1.7976206145967704e-16	8.453801833357999e-18
6420.7137962	1.8008392246846602e-16	1.7976206145967704e-16	8.667352381624e-18
6420.91378012	1.8029998512681274e-16	1.8002145800292688e-16	8.642316708469998e-18
6421.11376404	1.8029998512681274e-16	1.8002145800292688e-16	8.334871278944e-18
6421.31374796	1.8029998512681274e-16	1.8002145800292688e-16	8.26696874985e-18
6421.51373188	1.8029998512681274e-16	1.8002145800292688e-16	8.197820679472e-18
6421.7137158	1.8029998512681274e-16	1.8002145800292688e-16	8.243657938488e-18
6421.91369972	1.8008392246846602e-16	1.7976206145967704e-16	8.139051205938e-18
6422.11368364	1.8005364835020073e-16	1.7976206145967704e-16	8.18928101109e-18
6422.31366756	1.8002302791659504e-16	1.7975825304129834e-16	8.204200623762003e-18
6422.5146514	1.8002302791659504e-16	1.7975825304129834e-16	8.221714238457e-18
6422.71463533	1.8005364835020073e-16	1.7976206145967704e-16	8.253284698469997e-18
6422.91461925	1.8008392246846602e-16	1.7983003505636453e-16	8.259067602945e-18
6423.11460317	1.8029998512681274e-16	1.8002145800292688e-16	8.213545088550002e-18
6423.31458709	1.8091837832474884e-16	1.8068634694510474e-16	8.142343755798001e-18
6423.51457101	1.8091837832474884e-16	1.8068634694510474e-16	8.048727568826998e-18
6423.71455493	1.811202373161793e-16	1.8087186801801856e-16	8.186405134079997e-18
6423.91453885	1.8113985042481974e-16	1.8090507438191295e-16	8.169824685649993e-18
6424.11452277	1.8113985042481974e-16	1.8090507438191295e-16	8.167188616015996e-18
6424.3145067	1.811202373161793e-16	1.8087186801801856e-16	8.069021430218001e-18
6424.51449062	1.8091837832474884e-16	1.8068634694510474e-16	8.135600946255998e-18
6424.71447454	1.8091837832474884e-16	1.8068634694510474e-16	8.137498275263999e-18
6424.91445846	1.8091837832474884e-16	1.8068634694510474e-16	7.884239568859997e-18
6425.11444238	1.8091837832474884e-16	1.8068634694510474e-16	7.973063736091999e-18
6425.3144263	1.8091837832474884e-16	1.8068634694510474e-16	7.92302457232e-18
6425.51441023	1.811202373161793e-16	1.8087186801801856e-16	8.121784624404003e-18
6425.71439415	1.811202373161793e-16	1.8087186801801856e-16	7.929961703272001e-18
6425.91437807	1.811202373161793e-16	1.8087186801801856e-16	8.105564245044e-18
6426.11436199	1.811202373161793e-16	1.8087186801801856e-16	7.892440330849e-18
6426.31434591	1.811202373161793e-16	1.8087186801801856e-16	7.995368433907998e-18
6426.51432983	1.811202373161793e-16	1.8087186801801856e-16	8.077618327145e-18
6426.71431376	1.811202373161793e-16	1.8087186801801856e-16	8.002510271999998e-18
6426.91429768	1.811202373161793e-16	1.8087186801801856e-16	7.878277095632999e-18
6427.1142816	1.8113985042481974e-16	1.8090507438191295e-16	7.961345269856e-18
6427.31426552	1.8113985042481974e-16	1.8090507438191295e-16	7.907061959482e-18
6427.51424944	1.811202373161793e-16	1.8087186801801856e-16	7.868359965281999e-18
6427.71423337	1.8091837832474884e-16	1.8068634694510474e-16	7.906282420949998e-18
6427.91521721	1.8091837832474884e-16	1.8068634694510474e-16	7.925877752858001e-18
6428.11520113	1.8091837832474884e-16	1.8068634694510474e-16	7.912791287586e-18
6428.31518505	1.8059677200548894e-16	1.8036230793888593e-16	7.931085818868e-18
6428.51516898	1.8059677200548894e-16	1.8036230793888593e-16	7.951888282499998e-18
6428.7151529	1.8059677200548894e-16	1.8036230793888593e-16	7.809342294311998e-18
6428.91513682	1.8005364835020073e-16	1.7983003505636453e-16	7.904469106841999e-18
6429.11512074	1.799603028215701e-16	1.7976995249897842e-16	7.84948898316e-18
6429.31510466	1.799603028215701e-16	1.7976995249897842e-16	7.87346602425e-18
6429.51508859	1.799603028215701e-16	1.7976995249897842e-16	7.75727102592e-18
6429.71507251	1.799603028215701e-16	1.7976995249897842e-16	7.670929355663997e-18
6429.91505643	1.799603028215701e-16	1.7976995249897842e-16	7.672413069107999e-18
6430.11504035	1.8005364835020073e-16	1.7983003505636453e-16	7.687406272434e-18
6430.31502428	1.8005364835020073e-16	1.7983003505636453e-16	7.660634012808e-18
6430.5150082	1.8005364835020073e-16	1.7983003505636453e-16	7.749130669042002e-18
6430.71499212	1.799603028215701e-16	1.7976995249897842e-16	7.850019405195003e-18
6430.91497605	1.799603028215701e-16	1.7976995249897842e-16	7.814317495933003e-18
6431.11495997	1.799603028215701e-16	1.7976995249897842e-16	7.79701093664e-18
6431.31494389	1.8005364835020073e-16	1.7983003505636453e-16	7.663369940544998e-18
6431.51492781	1.8005364835020073e-16	1.7983003505636453e-16	7.687838774448997e-18
6431.71491174	1.8005364835020073e-16	1.7983003505636453e-16	7.694150507459002e-18
6431.91489566	1.8005364835020073e-16	1.7983003505636453e-16	7.700881897513001e-18
6432.11487958	1.8005364835020073e-16	1.7983003505636453e-16	7.737778923147001e-18
6432.31486351	1.799603028215701e-16	1.7976995249897842e-16	7.624861603635e-18
6432.51484743	1.799603028215701e-16	1.7976995249897842e-16	7.623038040172004e-18
6432.71483135	1.8059677200548894e-16	1.8036230793888593e-16	7.653781276715998e-18
6432.91481527	1.8059677200548894e-16	1.8036230793888593e-16	7.686282097944e-18
6433.1147992	1.8040018489470783e-16	1.8025109723505273e-16	7.692918770009997e-18
6433.31578304	1.799603028215701e-16	1.7976995249897842e-16	7.619780572403998e-18
6433.51576696	1.7966016729084074e-16	1.7946291676273923e-16	7.747511183789999e-18
6433.71575089	1.7949388542696988e-16	1.793017674861257e-16	7.678004292864e-18
6433.91573481	1.7949388542696988e-16	1.793017674861257e-16	7.644226398216e-18
6434.11571873	1.7949388542696988e-16	1.793017674861257e-16	7.60259881024e-18
6434.31570266	1.7966016729084074e-16	1.7946291676273923e-16	7.623898132507996e-18
6434.51568658	1.7949388542696988e-16	1.793017674861257e-16	7.714856309552001e-18
6434.7156705	1.7949388542696988e-16	1.793017674861257e-16	7.628058190038001e-18
6434.91565443	1.797841462682005e-16	1.7963315541363332e-16	7.597891340536e-18
6435.11563835	1.799603028215701e-16	1.7976995249897842e-16	7.646612941750003e-18
6435.31562227	1.8040018489470783e-16	1.8025109723505273e-16	7.539338388504e-18
6435.5156062	1.8059677200548894e-16	1.8036230793888593e-16	7.515637385670002e-18
6435.71559012	1.8059677200548894e-16	1.8036230793888593e-16	7.541093296766999e-18
6435.91557405	1.8059677200548894e-16	1.8036230793888593e-16	7.513012501874998e-18
6436.11555797	1.8059677200548894e-16	1.8036230793888593e-16	7.553168565029998e-18
6436.31554189	1.8059677200548894e-16	1.8036230793888593e-16	7.513922349215998e-18
6436.51552582	1.8040018489470783e-16	1.8025109723505273e-16	7.489023509121005e-18
6436.71550974	1.8070710048827471e-16	1.8051566576737227e-16	7.662135327273e-18
6436.91549366	1.8078698897320846e-16	1.8054780054022967e-16	7.555426458794998e-18
6437.11547759	1.8078698897320846e-16	1.8054780054022967e-16	7.441604861774997e-18
6437.31546151	1.8078698897320846e-16	1.8054780054022967e-16	7.417674601083003e-18
6437.51544544	1.8078698897320846e-16	1.8054780054022967e-16	7.512827568555e-18
6437.71542936	1.8078698897320846e-16	1.8054780054022967e-16	7.540943740472999e-18
6437.91541328	1.8078698897320846e-16	1.8054780054022967e-16	7.585552680064e-18
6438.11539721	1.8078698897320846e-16	1.8054780054022967e-16	7.459182120208001e-18
6438.31538113	1.8078698897320846e-16	1.8054780054022967e-16	7.298016837056e-18
6438.51536506	1.8089948905556489e-16	1.8069009808425136e-16	7.439013737728e-18
6438.7163489	1.8078698897320846e-16	1.8054780054022967e-16	7.364755763759998e-18
6438.91633282	1.8078698897320846e-16	1.8054780054022967e-16	7.430643111695996e-18
6439.11631675	1.8078698897320846e-16	1.8054780054022967e-16	7.413210914276002e-18
6439.31630067	1.8089948905556489e-16	1.8069009808425136e-16	7.392757121190002e-18
6439.5162846	1.8089948905556489e-16	1.8069009808425136e-16	7.304835547408e-18
6439.71626852	1.8089948905556489e-16	1.8069009808425136e-16	7.287398162020003e-18
6439.91625245	1.8078698897320846e-16	1.8054780054022967e-16	7.373004588151999e-18
6440.11623637	1.8078698897320846e-16	1.8054780054022967e-16	7.392177512731999e-18
6440.3162203	1.8070710048827471e-16	1.8051566576737227e-16	7.464194881648e-18
6440.51620422	1.8070710048827471e-16	1.8051566576737227e-16	7.430795651190002e-18
6440.71618814	1.8070710048827471e-16	1.8051566576737227e-16	7.305584984225999e-18
6440.91617207	1.8078698897320846e-16	1.8054780054022967e-16	7.427670816620002e-18
6441.11615599	1.8078698897320846e-16	1.8054780054022967e-16	7.41447553301e-18
6441.31613992	1.8070710048827471e-16	1.8051566576737227e-16	7.431511254379998e-18
6441.51612384	1.8040018489470783e-16	1.8025109723505273e-16	7.37668447217e-18
6441.71610777	1.8040018489470783e-16	1.8025109723505273e-16	7.383173463393997e-18
6441.91609169	1.7996527321584402e-16	1.798077639977426e-16	7.311348190045002e-18
6442.11607562	1.7980083276418013e-16	1.7963315541363332e-16	7.250900534688e-18
6442.31605954	1.7980083276418013e-16	1.7963315541363332e-16	7.326445323262999e-18
6442.51604347	1.7996527321584402e-16	1.798077639977426e-16	7.337557587849999e-18
6442.71602739	1.8040018489470783e-16	1.8025109723505273e-16	7.300669602192002e-18
6442.91601132	1.7996527321584402e-16	1.798077639977426e-16	7.344808728805999e-18
6443.11599524	1.7980083276418013e-16	1.7963315541363332e-16	7.309176893761999e-18
6443.31597917	1.7980083276418013e-16	1.7963315541363332e-16	7.28139186e-18
6443.51596309	1.7980083276418013e-16	1.7963315541363332e-16	7.259334332849998e-18
6443.71594702	1.7980083276418013e-16	1.7963315541363332e-16	7.176719183952001e-18
6443.91593094	1.7980083276418013e-16	1.7963315541363332e-16	7.209110427204e-18
6444.11691479	1.7996527321584402e-16	1.798077639977426e-16	7.156143186191997e-18
6444.31689871	1.7980083276418013e-16	1.7961718863356495e-16	7.236627375420001e-18
6444.51688264	1.794046143546226e-16	1.79214486903169e-16	7.245604608047997e-18
6444.71686656	1.794046143546226e-16	1.79214486903169e-16	7.175824391376e-18
6444.91685049	1.7980083276418013e-16	1.7961718863356495e-16	7.207730375124002e-18
6445.11683442	1.7980083276418013e-16	1.7961718863356495e-16	7.285457609736e-18
6445.31681834	1.7980083276418013e-16	1.7961718863356495e-16	7.18316849088e-18
6445.51680227	1.7980083276418013e-16	1.7961718863356495e-16	7.185650957267997e-18
6445.71678619	1.794046143546226e-16	1.79214486903169e-16	7.220887982016002e-18
6445.91677012	1.7937883757370979e-16	1.7916342318156077e-16	7.249971257694e-18
6446.11675404	1.7934874791613904e-16	1.7915030003190711e-16	7.139066176079999e-18
6446.31673797	1.7934874791613904e-16	1.7915030003190711e-16	7.062320843662996e-18
6446.51672189	1.7917620719790421e-16	1.7898073836763287e-16	7.029427332685996e-18
6446.71670582	1.7917620719790421e-16	1.7897015917574655e-16	7.102271391939002e-18
6446.91668975	1.7869933796441525e-16	1.7846910978171618e-16	7.020692042408e-18
6447.11667367	1.7841960830418955e-16	1.7824498155187387e-16	7.031800058009997e-18
6447.3166576	1.7838917205319493e-16	1.7823039868365317e-16	7.071674029665e-18
6447.51664152	1.7838917205319493e-16	1.7823039868365317e-16	7.103287684768999e-18
6447.71662545	1.7823159363892685e-16	1.7806782137997477e-16	7.191182856088998e-18
6447.91660938	1.7823159363892685e-16	1.7806782137997477e-16	7.101838314070998e-18
6448.1165933	1.7818618845135303e-16	1.7804328451305734e-16	7.063919747719998e-18
6448.31657723	1.7814433475100077e-16	1.7796960539989803e-16	7.140948105427e-18
6448.51656115	1.7814433475100077e-16	1.7796960539989803e-16	6.991992587888002e-18
6448.71654508	1.7814433475100077e-16	1.7796960539989803e-16	6.944702703025001e-18
6448.91652901	1.7814433475100077e-16	1.7796960539989803e-16	6.966920148273e-18
6449.11651293	1.7814433475100077e-16	1.7796960539989803e-16	7.082657994625001e-18
6449.31649686	1.7811330510316676e-16	1.7796574278753284e-16	7.012448875273998e-18
6449.5174807	1.7811330510316676e-16	1.7796574278753284e-16	6.949478039743997e-18
6449.71746463	1.7811330510316676e-16	1.7796574278753284e-16	6.942273062373999e-18
6449.91744856	1.7732907670566904e-16	1.771592005597283e-16	7.0309921869e-18
6450.11743248	1.7811330510316676e-16	1.7796574278753284e-16	6.985994801422e-18
6450.31741641	1.7811330510316676e-16	1.7796574278753284e-16	6.945336576079998e-18
6450.51740034	1.7811330510316676e-16	1.7796574278753284e-16	6.954971269182001e-18
